Origin,Dest,Distance,Month,DayOfWeek,Hour,Weather_Rain,Weather_Wind,Visibility,Temperature,Delay_Status
LAX,SEA,3782,1,4,23,2.56,21.33,9.75,35.13,0
DFW,DTW,1312,8,2,19,57.2,25.13,8.29,39.62,1
CLT,IAH,3626,5,3,20,2.5,49.92,8.93,17.54,1
DEN,DTW,2875,12,1,3,34.15,5.44,9.36,7.21,1
LAS,DTW,1575,10,1,22,11.32,21.25,7.78,2.02,1
ORD,SFO,888,2,1,21,61.77,57.12,8.1,-8.3,1
ORD,SFO,3285,12,4,13,23.52,41.94,4.94,26.34,1
LAX,MIA,1480,9,2,19,34.06,45.3,5.59,1.67,1
JFK,BOS,1432,2,6,21,32.16,45.45,9.39,20.33,1
CLT,SFO,480,7,2,19,57.94,3.63,4.4,35.83,1
DFW,SFO,642,8,2,7,36.09,12.19,1.38,37.51,1
JFK,BOS,2063,6,3,10,59.17,29.48,7.86,-9.78,1
ATL,MIA,1036,11,4,14,5.51,22.09,6.16,5.85,0
ATL,IAH,588,7,1,18,14.37,24.65,8.33,31.87,1
DEN,DTW,816,11,3,7,41.37,46.89,1.68,16.82,1
LAX,IAH,3754,1,6,12,71.03,0.88,6.59,30.38,1
LAX,SFO,346,4,2,17,5.61,39.63,3.23,32.67,1
LAX,BOS,3550,7,7,21,3.23,0.01,9.13,12.13,0
DEN,SFO,720,1,1,23,11.74,3.78,1.99,7.95,0
ATL,MSP,829,1,4,16,48.09,24.5,8.59,12.77,1
JFK,SEA,3877,11,5,5,29.92,50.46,1.8,22.64,1
DEN,IAH,2681,6,2,14,61.92,8.7,1.23,8.36,1
DEN,MSP,2391,4,2,12,5.39,33.28,3.12,28.75,1
JFK,PHX,488,3,2,17,14.73,40.71,4.0,35.2,1
LAX,SEA,1609,12,2,10,22.5,13.77,6.64,4.12,1
DFW,SFO,213,5,1,12,47.0,30.74,2.19,38.25,1
JFK,MIA,456,9,4,0,51.39,54.68,4.94,21.14,1
ATL,IAH,3617,10,3,17,9.32,30.73,2.84,33.91,1
ORD,PHX,1921,10,1,4,70.79,9.44,8.7,-4.8,1
CLT,SEA,3616,12,4,5,25.58,37.67,1.4,2.57,1
ORD,IAH,1623,12,3,0,53.49,35.53,4.2,6.05,1
LAS,BOS,1430,11,2,6,39.32,1.62,6.68,5.14,1
LAS,MIA,1057,10,4,3,16.71,5.44,9.22,-1.41,1
DEN,SEA,3190,3,2,8,63.47,9.41,8.81,33.41,1
CLT,BOS,1395,5,7,14,61.37,8.18,9.06,10.93,1
ORD,MSP,663,10,4,5,29.71,15.57,1.57,38.16,1
DFW,SFO,469,5,6,16,44.15,27.25,8.57,19.17,1
LAX,BOS,1444,9,5,19,19.34,22.3,8.02,-3.08,1
ATL,SEA,3423,11,2,17,51.74,53.44,9.12,17.3,1
LAS,DTW,2870,12,2,21,23.18,36.73,3.8,39.68,1
DFW,SEA,1406,10,2,3,63.31,52.57,9.21,18.26,1
ATL,DTW,3670,11,6,8,16.3,31.62,4.62,-9.91,1
ATL,MSP,271,4,1,13,1.11,5.39,6.71,36.65,0
LAX,SFO,3689,1,3,2,20.14,27.8,4.82,1.74,1
CLT,DTW,1506,10,2,0,14.33,49.32,4.85,24.43,1
DEN,DTW,2321,5,2,10,38.12,11.65,5.92,15.75,1
ORD,BOS,2602,1,1,0,15.28,5.47,4.2,6.27,1
LAX,BOS,1950,6,1,11,57.24,19.77,8.13,4.13,1
DFW,SFO,696,12,5,8,18.1,23.33,6.7,36.44,1
DEN,BOS,3599,10,4,4,53.02,18.38,7.21,35.6,1
DFW,IAH,1187,10,2,14,43.39,8.11,3.08,15.66,1
DEN,SFO,3806,7,4,17,73.97,15.05,9.73,2.92,1
CLT,MIA,2827,1,7,8,74.99,40.94,6.94,-4.88,1
LAS,DTW,1109,10,1,12,65.21,23.16,2.77,-2.17,1
DFW,SEA,3718,4,1,12,57.0,37.95,7.75,16.11,1
LAX,MIA,572,9,5,23,28.98,32.18,2.56,5.39,1
DEN,DTW,561,1,3,12,56.5,32.94,1.57,-7.9,1
DEN,IAH,2340,9,6,9,71.75,14.91,5.75,12.76,1
ATL,DTW,1544,8,6,9,1.75,31.29,5.98,27.31,0
ATL,DTW,523,5,6,21,40.34,1.42,2.7,34.58,1
JFK,DTW,2631,6,1,6,16.35,25.9,4.14,19.26,1
DFW,MSP,774,7,2,21,41.84,34.36,9.51,26.16,1
ATL,IAH,935,4,5,4,34.98,10.92,3.57,8.2,1
JFK,PHX,2984,6,3,19,43.18,15.39,2.4,14.81,1
LAS,PHX,2593,7,7,6,41.32,13.17,9.93,26.48,1
LAS,PHX,3374,11,6,19,72.01,4.23,3.72,26.38,1
ATL,SFO,3486,6,5,9,41.41,20.87,7.12,11.23,1
DFW,BOS,1415,11,1,9,63.47,58.74,3.08,17.18,1
DEN,IAH,1895,12,6,20,23.99,21.23,5.95,36.19,1
ORD,MIA,2107,6,3,23,32.86,27.63,4.48,21.6,1
CLT,MSP,918,2,7,12,35.28,39.19,9.65,22.13,1
DFW,MIA,980,5,4,14,20.9,38.91,4.9,29.23,1
CLT,MIA,1219,3,7,5,28.48,56.99,6.26,-4.24,1
LAX,MIA,3465,7,3,19,44.89,51.45,9.5,16.14,1
LAS,MSP,1603,4,7,11,43.51,47.64,9.9,37.97,1
ATL,PHX,1626,1,2,18,47.73,57.1,1.91,8.08,1
ATL,MIA,863,12,6,10,26.39,13.85,8.51,4.75,1
CLT,MSP,1972,12,6,5,23.69,37.02,4.44,20.06,1
DEN,MSP,2847,6,4,0,45.87,53.23,6.35,1.06,1
CLT,BOS,210,6,7,1,9.96,37.45,4.38,17.8,0
LAX,MSP,2434,7,4,22,18.98,58.65,4.61,-2.22,1
DEN,PHX,2973,11,7,14,3.16,6.02,2.43,18.99,1
LAX,MIA,1238,8,6,3,5.45,26.36,6.15,20.12,1
ORD,MSP,3025,3,2,4,18.25,58.64,5.92,10.92,1
LAS,SFO,3568,6,7,14,1.46,22.77,2.7,9.14,1
ATL,MSP,2658,10,4,10,18.41,44.37,5.88,2.27,1
ATL,SEA,3203,2,1,9,49.12,1.82,9.76,6.55,1
ORD,SEA,784,9,6,16,4.58,41.69,7.43,14.92,1
JFK,SEA,1275,2,3,1,32.76,56.08,5.33,2.38,1
LAS,MSP,3911,3,3,19,68.48,22.96,9.24,29.14,1
DEN,PHX,3299,12,2,23,59.35,1.28,6.18,25.45,1
ORD,MIA,2824,10,1,9,22.91,1.67,2.22,3.47,1
DEN,IAH,3288,12,4,19,69.36,53.52,5.93,-5.13,1
CLT,IAH,1574,12,7,2,24.72,43.35,2.63,-9.99,1
DFW,IAH,1651,2,6,18,5.44,6.4,7.91,19.84,0
ATL,PHX,3921,9,3,4,74.55,3.28,9.7,0.57,1
DEN,BOS,2054,1,3,2,65.25,48.29,4.25,-9.37,1
LAX,DTW,3500,5,3,7,34.94,48.59,4.91,7.95,1
DEN,SFO,1989,1,3,4,49.98,7.23,4.79,38.1,1
DFW,SFO,3236,5,5,11,50.34,18.09,3.57,24.5,1
LAS,SEA,3481,8,2,13,14.59,46.8,8.15,32.89,1
ATL,SEA,3702,8,4,6,15.0,31.52,6.56,-2.76,1
CLT,MSP,3565,11,6,10,35.22,57.4,1.58,-6.34,1
ORD,IAH,942,8,6,7,68.37,28.86,8.55,-9.42,1
CLT,MSP,1976,2,6,4,0.75,40.62,2.68,37.78,1
DFW,DTW,3853,8,4,7,58.69,30.59,9.81,5.01,1
ATL,IAH,3375,12,2,11,4.31,56.58,4.39,12.98,1
DEN,SEA,403,5,1,14,35.87,23.92,6.55,9.73,1
LAS,MIA,1276,1,7,18,47.84,13.79,1.7,26.52,1
JFK,BOS,1173,7,7,15,51.51,19.6,4.1,5.5,1
LAS,MSP,3187,6,2,13,4.39,51.17,8.22,16.77,1
JFK,BOS,1598,5,3,6,31.4,29.88,5.29,39.78,1
LAX,BOS,2065,1,7,7,43.79,21.26,9.14,12.2,1
LAS,BOS,3325,1,3,6,4.95,32.66,6.18,17.56,1
ATL,SEA,1499,6,2,17,10.13,7.99,9.36,15.13,1
JFK,SFO,3606,10,2,23,49.77,0.32,9.84,30.16,1
ORD,SEA,1254,12,4,5,39.12,16.84,5.09,3.34,1
ATL,BOS,1358,7,4,18,12.14,36.3,6.09,-1.48,1
ORD,SEA,3329,10,5,3,40.14,42.7,8.51,27.7,1
LAS,BOS,304,10,6,22,68.45,49.6,2.99,10.78,1
ORD,PHX,3537,1,5,2,1.17,55.6,8.75,35.69,1
JFK,IAH,3793,9,6,16,48.2,24.73,6.33,22.21,1
ATL,SFO,3767,4,3,21,5.52,44.43,7.53,18.22,1
DEN,PHX,452,5,5,18,0.48,4.48,1.72,-6.48,1
DFW,MIA,494,2,5,14,11.3,3.45,7.9,26.52,0
JFK,SEA,2915,12,1,5,31.72,7.49,3.8,24.3,1
JFK,MIA,1381,10,2,11,60.18,26.91,8.25,22.0,1
DEN,MSP,748,8,4,18,21.13,12.68,5.58,3.4,1
ATL,SEA,2878,2,5,5,46.93,17.22,3.47,37.34,1
ATL,DTW,3338,3,4,10,30.84,38.87,9.57,6.08,1
CLT,DTW,1977,12,6,19,17.57,21.51,7.89,-2.39,1
LAS,IAH,498,9,5,19,38.57,33.44,9.87,39.36,1
ORD,PHX,3734,2,6,9,59.81,24.74,4.28,27.31,1
LAS,IAH,1948,6,5,15,62.44,10.14,6.84,10.74,1
DEN,MSP,2043,12,7,17,63.49,4.44,6.5,36.8,1
LAS,BOS,300,4,3,13,25.39,14.17,7.19,-5.44,1
DEN,IAH,3327,7,1,3,59.51,3.46,1.34,-5.62,1
ATL,IAH,2579,6,6,11,15.91,37.12,3.63,24.12,1
ORD,DTW,3083,10,2,19,55.38,47.74,9.18,-1.1,1
LAS,BOS,1974,9,2,22,71.13,20.38,4.81,35.86,1
JFK,DTW,2640,9,3,20,1.03,23.23,9.65,32.02,1
LAX,SEA,1073,10,3,7,33.03,48.97,2.92,5.32,1
CLT,BOS,2628,4,7,6,48.58,13.36,9.98,34.44,1
DFW,PHX,291,1,2,8,52.63,7.15,7.28,-7.86,1
JFK,IAH,646,2,6,23,13.21,30.07,7.99,17.43,1
ATL,DTW,308,8,2,16,72.91,38.77,4.57,36.78,1
DFW,BOS,516,10,1,9,46.14,35.98,9.16,32.77,1
LAX,MSP,3439,8,5,2,12.33,42.83,5.91,7.8,1
LAX,MSP,2035,2,1,20,1.54,3.41,7.13,-0.86,1
ORD,IAH,2143,4,7,7,58.74,25.69,1.85,0.53,1
DFW,PHX,1658,1,7,13,5.98,14.31,6.69,15.73,0
ORD,MIA,641,7,2,6,10.58,45.55,8.91,19.84,1
JFK,DTW,2465,4,5,15,43.11,52.36,2.6,-8.36,1
DEN,PHX,1445,11,2,17,45.26,16.88,7.64,10.68,1
DEN,SFO,2920,8,1,10,51.52,5.71,1.23,31.52,1
DEN,SFO,1751,9,1,5,29.51,15.21,9.34,12.22,1
DFW,SFO,477,12,6,19,58.04,6.24,9.85,-1.54,1
DEN,IAH,3256,9,6,20,73.08,19.35,4.19,37.74,1
JFK,MSP,768,3,1,13,20.33,32.29,1.96,3.31,1
ORD,SEA,3845,5,5,20,52.73,58.42,6.93,29.92,1
DFW,DTW,1209,6,7,12,69.64,23.96,1.27,-0.31,1
ORD,MSP,3122,6,6,3,51.47,13.2,5.34,11.16,1
DFW,SEA,2713,10,6,19,51.08,10.01,3.45,14.52,1
ORD,SEA,1038,8,4,19,16.78,10.38,5.26,15.03,1
LAX,MSP,3001,6,4,10,40.13,11.56,1.16,15.82,1
ORD,DTW,3873,6,6,17,42.19,45.74,1.46,1.25,1
DEN,IAH,1807,4,2,0,52.51,3.66,1.14,15.8,1
LAX,PHX,3085,7,5,11,74.76,59.84,6.57,14.09,1
ORD,SEA,229,8,3,17,2.52,31.36,6.04,0.44,1
DFW,MIA,2606,3,6,6,4.89,32.66,3.1,39.41,1
DFW,MSP,2142,7,4,11,5.85,21.45,6.82,33.28,1
CLT,MSP,3559,3,5,0,55.72,41.42,8.96,34.38,1
DFW,SFO,2333,8,5,21,10.23,28.29,3.5,24.28,1
ATL,PHX,1457,1,4,3,46.68,19.74,8.49,-2.01,1
JFK,SFO,2994,1,5,17,24.35,15.91,6.96,18.4,1
DFW,MSP,2560,6,5,14,34.3,55.54,1.3,31.07,1
LAX,MSP,564,10,4,2,16.17,17.46,4.38,-8.06,1
CLT,SEA,2000,9,1,6,64.96,26.18,5.57,14.79,1
DFW,PHX,2022,12,6,5,43.96,21.02,7.59,9.81,1
ATL,BOS,2062,4,2,14,70.84,5.17,3.58,0.61,1
DEN,MIA,1104,6,3,14,43.09,11.16,9.84,8.91,1
LAX,DTW,3540,12,2,5,9.29,11.37,7.16,39.17,1
ATL,SEA,897,5,1,7,12.82,41.62,4.36,26.16,1
DEN,MSP,2378,12,7,7,74.18,24.4,1.87,4.98,1
LAS,DTW,3050,1,1,21,54.42,46.92,2.63,20.27,1
LAS,SEA,3036,6,5,0,3.7,42.54,5.39,2.33,1
LAX,MIA,2055,9,2,12,52.78,11.52,5.45,20.54,1
ORD,MSP,550,12,1,22,30.91,33.78,7.91,34.81,1
JFK,MIA,379,3,2,23,23.04,44.57,7.54,17.84,1
CLT,DTW,1703,11,1,20,11.55,37.98,2.81,26.67,1
JFK,BOS,1386,3,3,12,62.99,36.0,6.35,12.67,1
ATL,SEA,2006,2,1,10,4.79,44.38,1.19,16.21,1
DEN,IAH,3367,4,2,3,21.74,3.41,4.59,24.75,1
JFK,SEA,973,10,5,6,22.98,43.89,7.88,30.62,1
DEN,SFO,709,3,2,11,12.07,16.36,4.6,22.97,1
DEN,PHX,564,12,4,12,38.11,34.31,8.52,38.87,1
ATL,PHX,3228,2,2,21,0.88,14.54,9.79,30.99,1
ATL,SFO,552,1,3,11,22.57,50.33,6.46,28.86,1
ATL,MSP,3047,3,6,15,70.02,28.83,2.31,32.26,1
JFK,PHX,3707,10,3,5,23.29,38.58,4.42,4.06,1
LAS,MIA,1306,6,3,13,27.03,47.64,1.09,11.6,1
ATL,DTW,1448,9,1,18,35.49,53.72,6.42,18.22,1
CLT,DTW,611,11,3,15,42.13,43.92,8.39,13.12,1
JFK,PHX,934,5,2,3,60.65,8.93,6.67,32.37,1
ATL,PHX,3228,3,6,4,14.27,51.27,8.07,-8.65,1
DFW,SFO,317,5,7,8,65.38,37.11,8.2,0.46,1
DEN,MSP,681,5,5,23,56.82,36.57,8.66,34.09,1
CLT,BOS,391,5,7,2,54.2,55.28,3.4,-7.04,1
ATL,PHX,2838,12,3,21,6.51,14.93,8.84,1.35,1
LAX,IAH,2837,12,2,9,1.62,14.38,6.89,7.56,0
DEN,PHX,2906,7,1,16,44.55,30.79,3.61,27.54,1
DEN,BOS,306,5,1,18,64.74,45.05,9.89,18.01,1
ATL,SFO,581,7,5,9,43.83,26.83,9.55,37.73,1
LAS,BOS,982,9,5,11,15.99,38.03,6.17,1.39,1
ORD,SFO,2637,5,2,22,6.79,27.15,8.59,33.61,1
LAS,MIA,443,2,5,6,52.47,36.62,3.35,4.15,1
ATL,SFO,2832,5,5,17,54.13,49.34,4.74,2.27,1
DEN,MIA,3116,8,1,18,12.94,10.83,2.66,14.92,1
CLT,MIA,667,12,2,14,2.11,41.72,5.68,-6.44,1
LAX,SFO,1065,4,6,6,30.62,47.25,5.46,9.22,1
CLT,IAH,3181,2,5,11,43.7,26.83,2.92,7.78,1
CLT,SEA,1761,10,2,21,52.95,19.39,7.06,-1.99,1
DEN,SFO,1433,3,3,6,60.75,0.81,2.06,33.04,1
LAS,PHX,803,9,1,9,45.79,47.83,1.56,9.29,1
LAX,IAH,1860,9,6,23,8.32,19.68,4.46,39.1,1
JFK,IAH,3262,8,1,21,51.19,21.44,4.69,34.99,1
DFW,PHX,1296,8,1,19,73.81,20.16,3.88,-0.26,1
DEN,SEA,2215,8,4,9,67.92,29.92,3.32,15.26,1
ATL,IAH,1858,8,2,22,65.38,42.15,4.05,20.09,1
JFK,MIA,3580,8,3,4,22.66,46.31,2.47,30.95,1
DFW,DTW,3967,1,5,17,56.31,23.55,4.63,34.28,1
ATL,SEA,3970,6,3,8,63.83,39.79,9.14,21.2,1
CLT,MSP,1933,12,2,15,50.87,43.24,3.02,-8.24,1
ORD,PHX,1813,9,1,6,18.79,17.82,7.16,14.06,1
ATL,SEA,1059,8,4,9,71.54,5.8,2.28,34.24,1
LAX,SFO,3457,3,2,4,33.81,53.68,4.19,25.7,1
LAX,DTW,2079,11,6,6,9.74,40.63,3.89,33.51,1
ORD,SEA,1476,1,6,4,8.23,38.89,9.43,23.7,1
JFK,MIA,212,2,2,14,48.56,3.53,4.85,-7.8,1
DFW,DTW,2546,11,5,18,32.83,49.07,7.21,38.4,1
ATL,SFO,1299,2,3,9,7.09,33.96,6.42,35.9,1
LAX,BOS,1274,7,3,7,55.53,50.87,2.27,-3.67,1
JFK,PHX,986,12,5,23,59.95,58.47,9.46,-4.37,1
ORD,DTW,348,6,4,8,54.41,57.43,4.11,16.95,1
LAS,PHX,1954,11,1,10,15.17,51.37,1.4,27.85,1
DEN,SEA,2369,2,7,21,51.73,0.66,3.7,9.11,1
LAS,IAH,3482,8,7,1,0.8,53.14,4.02,-3.18,1
LAS,SFO,1503,9,1,2,22.88,4.5,1.83,15.53,1
LAX,BOS,2785,7,6,12,29.91,51.07,6.58,6.88,1
CLT,SFO,3956,4,4,10,62.64,16.81,4.12,7.59,1
CLT,PHX,1379,1,5,9,29.28,36.6,6.66,22.25,1
ORD,SFO,3509,4,7,14,0.85,2.28,1.06,34.28,0
ATL,BOS,2623,4,2,5,26.43,46.27,9.84,17.93,1
CLT,IAH,281,8,3,0,37.42,6.7,2.53,24.38,1
LAS,SEA,691,4,2,13,71.18,24.64,6.93,23.0,1
CLT,MIA,2603,4,3,17,70.58,49.05,7.44,17.56,1
LAS,SFO,2225,2,2,23,13.57,41.72,2.54,5.54,1
DFW,DTW,1124,12,5,10,13.89,0.36,2.01,8.89,0
LAX,MIA,1496,10,5,7,12.25,24.18,2.37,5.79,1
LAX,PHX,1803,7,4,21,59.17,2.52,3.22,35.87,1
ATL,SEA,3315,4,2,2,0.45,40.41,2.51,31.33,1
CLT,MSP,3252,11,2,13,9.54,58.14,7.07,18.97,1
CLT,SEA,1796,6,4,1,40.35,39.32,4.79,35.61,1
DEN,SFO,322,3,4,15,18.57,13.46,5.84,34.32,0
JFK,DTW,3620,7,5,5,6.93,21.31,1.43,36.38,1
DFW,IAH,907,6,5,0,26.99,58.6,8.75,1.09,1
LAX,SEA,2577,3,6,13,20.57,13.44,2.54,25.88,1
DFW,SFO,3680,4,2,9,38.33,33.69,4.24,20.46,1
LAX,SFO,1190,10,5,5,73.44,24.03,1.65,26.69,1
DFW,MIA,2570,5,7,8,9.32,46.1,2.23,3.17,1
ORD,SEA,3382,9,5,6,27.95,52.04,6.99,24.74,1
LAS,SFO,3017,6,2,1,69.9,20.45,7.23,10.49,1
LAX,MIA,2240,4,4,10,65.77,39.62,7.09,31.7,1
DFW,DTW,3360,11,2,13,29.57,32.94,5.97,29.77,1
CLT,BOS,2680,11,7,4,52.42,16.71,9.57,0.57,1
JFK,DTW,909,7,1,8,6.59,16.32,5.56,-0.81,1
ORD,MSP,993,2,2,6,53.44,32.32,5.04,25.89,1
ORD,MIA,911,4,1,13,72.96,9.24,3.23,17.52,1
JFK,MIA,3370,5,2,15,40.31,48.65,1.89,17.86,1
DFW,SFO,2786,4,7,21,37.39,4.14,5.93,27.63,1
CLT,PHX,2848,4,1,15,14.05,5.67,3.83,32.75,1
ATL,PHX,3417,11,1,6,47.53,20.53,5.72,1.95,1
JFK,IAH,1917,9,7,9,44.28,7.09,2.86,17.78,1
DFW,PHX,456,11,2,20,48.89,28.54,8.54,31.45,1
JFK,MIA,1412,2,6,5,1.96,23.98,10.0,33.64,0
JFK,IAH,3511,6,5,16,41.15,43.31,3.9,4.37,1
LAX,DTW,1070,8,3,0,44.62,57.18,8.58,-4.79,1
DFW,SFO,3146,8,5,1,15.56,45.21,8.86,1.64,1
ATL,DTW,3774,11,1,13,15.62,10.77,9.96,37.27,1
LAS,SEA,1931,7,2,3,20.72,56.13,4.08,13.12,1
LAX,MSP,1008,10,2,8,53.38,23.53,7.8,10.93,1
JFK,MSP,2924,11,2,22,45.47,28.45,3.06,-9.35,1
LAS,MIA,470,4,2,5,63.43,25.29,6.62,-7.45,1
DEN,MIA,1743,7,6,16,22.17,16.83,7.34,23.43,1
LAS,IAH,749,10,3,20,68.41,53.7,7.67,19.49,1
JFK,SFO,1337,6,4,10,55.78,19.93,2.86,18.78,1
JFK,BOS,3610,11,1,3,29.63,34.72,8.64,-4.48,1
CLT,MIA,767,6,3,20,7.14,14.4,4.79,7.6,0
DFW,BOS,3233,2,5,8,19.27,47.84,2.95,30.62,1
DFW,DTW,558,8,4,15,71.76,46.45,5.88,-1.25,1
LAX,BOS,1873,8,4,2,23.28,17.78,8.77,34.13,1
ATL,PHX,1837,11,2,3,24.74,40.89,9.7,-3.93,1
LAX,SFO,1557,7,3,23,14.22,42.23,7.73,-1.54,1
ORD,MSP,1912,11,5,2,60.51,33.75,1.05,13.89,1
JFK,MSP,3440,9,2,12,20.67,36.04,2.21,37.26,1
LAS,BOS,1562,8,2,18,24.77,34.47,1.69,6.48,1
DEN,MSP,997,9,7,20,31.08,4.91,1.91,22.91,1
JFK,DTW,1484,9,7,0,32.53,40.22,4.45,19.43,1
JFK,SFO,1086,6,7,22,30.85,28.19,4.05,-2.52,1
LAX,PHX,1958,2,6,22,37.78,26.31,2.02,2.41,1
DEN,SFO,1422,12,1,5,61.09,51.6,8.94,36.51,1
DEN,MIA,2458,7,4,21,61.45,1.39,6.54,-0.76,1
DEN,BOS,486,3,5,2,59.87,15.08,8.17,24.75,1
LAX,SFO,1915,7,4,2,7.58,7.28,4.34,38.23,1
JFK,DTW,1985,9,3,15,59.98,2.12,4.69,-4.02,1
LAX,MSP,942,10,1,9,9.02,16.54,3.86,9.96,0
DFW,SEA,3743,10,2,16,9.35,59.31,4.95,1.2,1
DFW,SFO,1705,2,1,6,71.09,16.21,6.49,1.08,1
LAX,BOS,2240,6,2,12,61.45,39.82,5.44,-4.05,1
DEN,PHX,1246,6,7,10,41.43,7.1,8.54,22.48,1
CLT,MSP,3831,9,1,9,65.62,36.11,9.1,27.32,1
JFK,PHX,3380,9,2,6,74.2,59.07,5.23,23.84,1
LAX,BOS,495,5,4,23,45.8,17.51,3.16,36.23,1
LAX,MSP,2253,5,7,5,45.97,50.88,9.51,-2.72,1
LAX,MIA,2797,9,7,23,56.58,59.85,7.62,5.99,1
CLT,MSP,880,8,7,0,17.41,35.31,6.76,7.23,1
CLT,MIA,2091,7,4,16,12.53,18.56,7.71,1.6,0
ORD,PHX,994,8,4,11,56.97,40.41,1.68,-2.89,1
DFW,PHX,402,6,4,3,25.87,50.69,1.61,14.34,1
LAS,BOS,524,3,7,2,10.13,10.28,2.38,31.72,0
DEN,MIA,3072,7,1,5,23.62,27.15,2.33,37.73,1
ATL,PHX,2491,8,2,15,26.9,19.15,4.79,-3.53,1
CLT,MIA,526,8,4,12,72.39,17.0,2.42,31.16,1
LAS,PHX,1186,1,1,8,52.35,51.65,8.69,31.23,1
CLT,MSP,3318,7,2,10,39.81,25.3,6.2,9.45,1
DEN,SFO,960,3,7,19,72.67,20.34,4.31,-4.5,1
ATL,DTW,3862,2,1,20,67.74,36.21,1.63,39.5,1
ORD,SEA,3893,2,7,12,38.4,13.16,6.32,22.78,1
LAX,DTW,1236,8,6,22,67.93,13.79,2.05,39.11,1
ORD,MSP,1106,9,4,18,30.32,31.22,7.69,14.18,1
CLT,IAH,1603,3,3,2,17.28,24.56,8.22,9.76,1
ORD,DTW,564,3,1,11,17.45,17.7,5.9,2.36,1
LAS,SFO,3873,6,4,18,49.67,3.24,2.35,39.18,1
JFK,IAH,3613,11,5,7,37.58,31.25,8.08,2.66,1
CLT,PHX,1444,10,2,13,49.42,49.0,3.77,-8.81,1
CLT,SEA,2320,1,6,21,51.46,51.08,3.0,15.62,1
LAS,SEA,1848,6,4,8,1.67,14.13,5.24,8.85,1
DFW,PHX,1269,12,5,23,4.05,35.98,9.3,3.07,0
ATL,PHX,3775,3,1,16,39.95,51.35,3.68,21.73,1
LAX,MIA,473,11,1,5,14.33,24.52,9.15,8.21,0
LAS,PHX,3826,4,5,3,47.44,55.93,1.48,10.11,1
ATL,BOS,2455,9,6,3,41.41,54.18,1.75,-8.85,1
DEN,DTW,2152,3,5,18,43.93,12.49,7.29,19.45,1
ATL,PHX,2084,1,2,11,22.68,15.54,2.72,-3.9,1
DEN,BOS,3886,3,1,1,47.99,10.83,3.85,0.69,1
LAS,PHX,323,7,5,16,62.21,11.76,2.23,25.86,1
CLT,MIA,3281,7,3,14,74.86,54.47,3.99,5.66,1
CLT,BOS,1552,11,3,9,62.88,55.87,3.52,-1.84,1
DFW,DTW,3458,5,5,2,41.81,3.11,7.63,18.87,1
LAS,SFO,2790,1,2,19,14.51,35.62,7.32,0.75,1
DEN,BOS,1891,11,1,3,51.11,33.85,9.59,3.55,1
ATL,MSP,2307,8,3,21,70.32,23.43,7.52,21.07,1
ATL,MIA,3146,10,5,0,15.89,37.9,7.25,26.99,1
DEN,IAH,3133,8,7,0,19.2,56.84,7.25,26.98,1
ORD,DTW,3029,10,5,17,11.18,10.22,8.95,14.11,0
DFW,BOS,641,12,4,3,55.25,7.22,3.67,12.71,1
JFK,MSP,1440,10,5,22,30.49,2.0,3.7,29.38,1
CLT,MSP,1110,10,2,21,4.7,21.83,7.67,-0.35,1
LAX,DTW,1225,2,3,14,65.62,20.26,3.06,-2.39,1
ATL,DTW,1759,10,4,22,41.83,25.85,9.21,23.23,1
LAX,MSP,1941,3,3,20,24.83,30.2,5.81,10.48,1
JFK,PHX,3079,4,3,21,25.8,45.47,3.7,25.5,1
LAS,MSP,3255,1,2,9,21.77,23.53,7.98,2.83,1
LAX,PHX,1934,4,5,16,34.16,19.84,3.81,6.24,1
JFK,IAH,3627,5,2,21,25.28,49.61,9.67,34.83,1
CLT,MIA,825,3,5,11,41.1,50.99,9.85,11.08,1
DEN,SEA,1890,11,4,19,58.01,13.97,7.0,19.55,1
ORD,PHX,3436,10,2,11,50.58,18.88,2.02,-4.67,1
CLT,MSP,1197,2,2,15,22.08,49.51,3.37,-1.06,1
ATL,MSP,2981,6,7,4,39.66,4.76,5.64,-8.21,1
JFK,SFO,290,8,6,15,63.01,19.55,8.66,11.22,1
LAX,MSP,2414,7,1,16,5.12,26.9,2.66,39.45,1
ATL,MIA,3206,11,2,22,5.87,11.22,1.94,33.69,1
ORD,BOS,406,1,6,14,41.71,10.79,1.67,21.65,1
DEN,BOS,3553,4,1,12,47.93,25.49,5.56,33.05,1
LAS,MSP,1288,3,7,7,15.86,45.27,8.96,19.71,1
ATL,SFO,2111,6,5,20,55.89,50.41,1.38,8.44,1
LAS,PHX,715,9,5,1,48.47,58.75,2.91,-1.32,1
JFK,MIA,1380,9,5,7,69.25,4.44,7.24,22.65,1
ORD,SFO,1992,7,6,9,12.67,13.0,8.43,-0.35,1
LAX,PHX,2994,12,6,6,56.35,45.4,8.27,10.87,1
ORD,MIA,2553,9,1,9,6.27,32.44,8.07,31.29,1
ORD,MSP,2101,8,5,3,42.4,19.66,2.17,-3.54,1
DFW,BOS,2205,5,3,10,41.39,12.34,4.58,-3.55,1
ORD,MIA,594,9,2,8,29.13,16.83,9.86,1.22,0
ORD,MSP,1297,7,6,3,63.34,25.76,9.9,17.6,1
CLT,IAH,386,5,6,2,0.33,10.63,6.42,2.59,0
ATL,SEA,1797,8,6,10,39.01,57.85,7.38,15.16,1
LAX,MIA,3608,7,1,2,16.29,6.46,9.56,5.1,1
