State,City,Vehicle_Type,Weather,Road_Type,Time,Year,Total_Accidents,Fatal_Accidents,Accident_Severity
Gujarat,Patna,Car,Rainy,Rural,Night,2021,47499,3897,2
Rajasthan,Patna,Auto,Rainy,Highway,Evening,2018,18116,6391,3
Maharashtra,Ahmedabad,Van,Dusty,Urban,Morning,2019,44542,2867,2
Maharashtra,Kolkata,Bus,Clear,Rural,Afternoon,2020,26666,5277,3
Kerala,Lucknow,Bus,Rainy,Rural,Afternoon,2019,24402,2204,2
West Bengal,Mumbai,Van,Dusty,Rural,Afternoon,2018,1039,8362,3
Kerala,Jaipur,Bus,Foggy,Urban,Evening,2019,40267,8788,3
Kerala,Kochi,Auto,Clear,Urban,Night,2018,32919,7301,3
West Bengal,Jaipur,Truck,Dusty,Highway,Night,2019,33376,1607,1
Gujarat,New Delhi,Bike,Foggy,Highway,Night,2018,35339,5572,3
Bihar,Patna,Auto,Rainy,Highway,Night,2020,43156,2852,2
Tamil Nadu,Lucknow,Bike,Rainy,Urban,Evening,2020,21478,2003,2
Rajasthan,Bangalore,Truck,Foggy,Highway,Evening,2020,44497,4092,2
Maharashtra,Chennai,Auto,Dusty,Highway,Morning,2018,2919,8720,3
Karnataka,Bangalore,Car,Rainy,Rural,Evening,2021,1688,4337,3
Rajasthan,Bangalore,Truck,Rainy,Urban,Night,2019,39808,9948,3
Bihar,Kolkata,Bus,Dusty,Highway,Afternoon,2019,16483,2401,2
West Bengal,Kolkata,Auto,Dusty,Highway,Morning,2019,40862,4971,2
Rajasthan,Patna,Truck,Foggy,Urban,Afternoon,2019,7740,9613,3
Maharashtra,Bangalore,Truck,Rainy,Highway,Afternoon,2020,4194,5875,3
Rajasthan,Kochi,Auto,Dusty,Urban,Night,2021,45056,3934,2
Tamil Nadu,New Delhi,Bus,Clear,Urban,Evening,2019,16954,9482,3
West Bengal,Bangalore,Van,Foggy,Urban,Evening,2021,27030,3784,2
Rajasthan,Lucknow,Bus,Foggy,Highway,Evening,2018,41951,4546,2
Maharashtra,Chennai,Truck,Foggy,Highway,Night,2018,45541,4586,2
Maharashtra,Mumbai,Bike,Foggy,Highway,Night,2019,16662,2535,3
Rajasthan,Patna,Van,Clear,Urban,Afternoon,2022,12811,1581,2
Gujarat,Patna,Van,Foggy,Highway,Morning,2020,32212,2901,2
Karnataka,Ahmedabad,Truck,Foggy,Rural,Evening,2019,41928,8006,3
Uttar Pradesh,Lucknow,Auto,Dusty,Urban,Evening,2020,18344,2960,3
Kerala,Kolkata,Auto,Rainy,Highway,Morning,2019,21193,7554,3
West Bengal,New Delhi,Auto,Foggy,Urban,Afternoon,2020,7025,2585,3
Uttar Pradesh,Kochi,Bus,Dusty,Highway,Afternoon,2022,26785,5777,3
Bihar,Lucknow,Car,Dusty,Urban,Morning,2022,18323,9540,3
Bihar,Jaipur,Auto,Rainy,Rural,Evening,2018,34296,7272,3
Maharashtra,Mumbai,Auto,Dusty,Urban,Night,2019,15225,9558,3
Bihar,Chennai,Van,Dusty,Urban,Night,2022,22010,3322,3
Gujarat,Ahmedabad,Bike,Foggy,Urban,Morning,2022,1222,4509,3
Karnataka,Lucknow,Bike,Foggy,Highway,Evening,2019,27906,959,1
Bihar,Ahmedabad,Truck,Dusty,Urban,Morning,2019,49117,4354,2
Tamil Nadu,Mumbai,Truck,Clear,Highway,Afternoon,2018,30471,1100,1
Karnataka,Bangalore,Truck,Rainy,Urban,Afternoon,2022,19758,2302,2
Gujarat,Ahmedabad,Auto,Dusty,Highway,Night,2020,43197,8685,3
Uttar Pradesh,Patna,Bike,Dusty,Highway,Afternoon,2019,23133,3243,2
Karnataka,Kolkata,Truck,Clear,Highway,Afternoon,2019,44084,748,1
Karnataka,Bangalore,Bike,Rainy,Highway,Morning,2019,7190,7918,3
Uttar Pradesh,Lucknow,Auto,Dusty,Urban,Morning,2019,8651,957,2
Gujarat,Chennai,Van,Dusty,Urban,Evening,2022,39967,1685,1
Bihar,Patna,Auto,Foggy,Highway,Morning,2020,42746,6344,2
Maharashtra,Mumbai,Truck,Dusty,Highway,Evening,2018,48265,6821,2
West Bengal,Bangalore,Auto,Clear,Highway,Night,2021,23371,9250,3
Uttar Pradesh,Patna,Auto,Dusty,Rural,Morning,2022,25863,1782,2
Uttar Pradesh,Kolkata,Bike,Rainy,Rural,Morning,2022,26643,1365,2
Uttar Pradesh,Bangalore,Car,Rainy,Urban,Morning,2021,24530,5863,3
Uttar Pradesh,New Delhi,Bus,Clear,Rural,Night,2021,35156,5524,3
West Bengal,New Delhi,Truck,Dusty,Rural,Morning,2019,25239,6938,3
West Bengal,Bangalore,Car,Dusty,Highway,Afternoon,2020,41861,7793,3
Bihar,Bangalore,Van,Dusty,Highway,Morning,2022,19416,1839,2
Rajasthan,New Delhi,Truck,Dusty,Rural,Evening,2022,9044,248,1
Rajasthan,Lucknow,Car,Dusty,Rural,Afternoon,2018,44344,2786,2
Delhi,Ahmedabad,Auto,Rainy,Rural,Morning,2021,17148,1031,2
Uttar Pradesh,Chennai,Truck,Foggy,Highway,Morning,2021,1565,2123,3
Uttar Pradesh,Patna,Car,Rainy,Urban,Night,2022,24018,1442,2
Karnataka,Patna,Bus,Foggy,Rural,Evening,2021,46778,397,1
Rajasthan,Mumbai,Auto,Rainy,Urban,Afternoon,2019,12146,6164,3
Bihar,Chennai,Truck,Clear,Urban,Afternoon,2018,17090,6314,3
Maharashtra,Kochi,Van,Dusty,Rural,Night,2022,29281,4792,3
Delhi,New Delhi,Van,Foggy,Urban,Afternoon,2018,20385,6893,3
Delhi,Kochi,Truck,Rainy,Highway,Afternoon,2019,6362,8568,3
Bihar,Kolkata,Car,Foggy,Rural,Evening,2018,6715,5171,3
Maharashtra,Chennai,Truck,Dusty,Rural,Morning,2021,41867,6320,3
Karnataka,Jaipur,Auto,Clear,Rural,Morning,2022,10351,7061,3
West Bengal,Mumbai,Bike,Dusty,Rural,Afternoon,2018,36024,328,1
Kerala,Bangalore,Van,Rainy,Highway,Evening,2020,8970,8258,3
Rajasthan,Kolkata,Car,Rainy,Highway,Night,2022,24158,1834,2
Uttar Pradesh,Ahmedabad,Bus,Foggy,Urban,Morning,2018,49066,9353,3
Bihar,Jaipur,Truck,Clear,Rural,Afternoon,2022,35157,6239,3
Rajasthan,Chennai,Auto,Clear,Rural,Afternoon,2018,24706,7515,3
Uttar Pradesh,Chennai,Truck,Rainy,Urban,Evening,2018,41510,1484,1
Kerala,Kochi,Bus,Foggy,Highway,Evening,2021,22126,7809,3
Kerala,Lucknow,Auto,Dusty,Rural,Evening,2018,16421,6017,3
West Bengal,Kochi,Bus,Dusty,Urban,Afternoon,2020,27674,7211,3
Gujarat,Patna,Auto,Rainy,Highway,Evening,2021,41783,2221,2
Kerala,Kochi,Bike,Rainy,Urban,Afternoon,2020,45520,682,1
Rajasthan,Lucknow,Van,Dusty,Urban,Morning,2020,11114,9795,3
Tamil Nadu,Ahmedabad,Auto,Dusty,Highway,Afternoon,2019,46429,3496,2
Tamil Nadu,Kolkata,Bus,Dusty,Rural,Afternoon,2020,35072,7629,3
Uttar Pradesh,New Delhi,Car,Foggy,Highway,Morning,2018,8345,9239,3
Uttar Pradesh,Chennai,Van,Clear,Rural,Evening,2022,18328,8017,3
Gujarat,Bangalore,Bike,Rainy,Highway,Evening,2021,15773,2875,3
Tamil Nadu,Kochi,Truck,Rainy,Rural,Afternoon,2021,13163,7884,3
Uttar Pradesh,Jaipur,Bike,Foggy,Rural,Afternoon,2021,10848,2577,3
Kerala,Ahmedabad,Bike,Dusty,Urban,Morning,2022,2278,6790,3
Uttar Pradesh,Mumbai,Truck,Foggy,Urban,Evening,2020,35806,6272,3
Delhi,Chennai,Auto,Dusty,Rural,Morning,2019,41071,1479,1
Gujarat,Lucknow,Bike,Rainy,Highway,Afternoon,2018,44754,7898,3
Bihar,Patna,Van,Clear,Rural,Afternoon,2021,30214,3205,2
Maharashtra,Lucknow,Bike,Foggy,Highway,Morning,2018,11288,6123,3
Karnataka,Kochi,Car,Dusty,Rural,Morning,2020,5836,4133,3
Maharashtra,Kolkata,Van,Rainy,Highway,Night,2019,49240,5057,2
Maharashtra,Patna,Car,Clear,Urban,Night,2021,45128,7608,3
West Bengal,Jaipur,Van,Foggy,Highway,Evening,2020,6620,7980,3
Bihar,Lucknow,Bus,Foggy,Urban,Morning,2019,38797,8741,3
Uttar Pradesh,Jaipur,Truck,Rainy,Highway,Evening,2021,27677,3161,2
West Bengal,Mumbai,Van,Foggy,Urban,Night,2020,22515,8916,3
Maharashtra,Jaipur,Van,Rainy,Highway,Evening,2018,7857,7876,3
Delhi,Chennai,Auto,Foggy,Rural,Night,2022,22824,7273,3
Karnataka,Ahmedabad,Auto,Clear,Highway,Morning,2021,42422,4531,2
Maharashtra,Patna,Bus,Clear,Urban,Morning,2019,34597,9192,3
Tamil Nadu,Chennai,Auto,Foggy,Urban,Evening,2019,15708,7944,3
Bihar,Bangalore,Auto,Rainy,Highway,Morning,2022,44984,492,1
Bihar,Lucknow,Car,Dusty,Rural,Evening,2022,37470,2115,2
Bihar,Lucknow,Auto,Foggy,Highway,Evening,2020,6288,5794,3
Gujarat,Bangalore,Auto,Dusty,Highway,Night,2022,18132,7506,3
Gujarat,Jaipur,Bus,Rainy,Urban,Afternoon,2021,46965,3421,2
Kerala,Chennai,Bus,Dusty,Rural,Evening,2022,26629,7964,3
Rajasthan,Patna,Bike,Foggy,Rural,Night,2021,49711,346,1
Karnataka,Patna,Auto,Clear,Rural,Night,2018,23399,2699,2
West Bengal,Bangalore,Auto,Rainy,Rural,Night,2022,3713,4160,3
Uttar Pradesh,Lucknow,Van,Clear,Highway,Afternoon,2018,617,6307,3
Maharashtra,Bangalore,Auto,Clear,Rural,Morning,2019,40091,2882,2
Rajasthan,Mumbai,Car,Clear,Rural,Evening,2022,24243,9437,3
Uttar Pradesh,Mumbai,Van,Foggy,Rural,Evening,2019,785,1934,3
West Bengal,Mumbai,Auto,Rainy,Urban,Morning,2018,30736,5344,3
Rajasthan,New Delhi,Car,Dusty,Urban,Morning,2019,41478,3207,2
Uttar Pradesh,Ahmedabad,Bike,Clear,Urban,Night,2018,17889,4303,3
Delhi,Kolkata,Van,Dusty,Rural,Night,2020,7245,2333,3
Gujarat,Kochi,Truck,Rainy,Highway,Morning,2018,20577,8310,3
West Bengal,New Delhi,Auto,Rainy,Highway,Evening,2020,6189,3059,3
Karnataka,Patna,Van,Dusty,Urban,Morning,2019,38377,3917,2
Tamil Nadu,Jaipur,Bus,Dusty,Urban,Morning,2018,21095,2241,2
Delhi,Lucknow,Van,Clear,Rural,Afternoon,2020,40475,3914,2
Gujarat,Jaipur,Bus,Dusty,Urban,Afternoon,2018,44796,8419,3
Bihar,Bangalore,Auto,Dusty,Urban,Night,2021,8812,8281,3
Gujarat,Lucknow,Car,Foggy,Urban,Night,2021,44129,8083,3
Rajasthan,Kochi,Bus,Clear,Urban,Evening,2019,39775,6625,3
Kerala,Kochi,Van,Clear,Highway,Morning,2021,15040,5990,3
Delhi,Chennai,Van,Rainy,Rural,Morning,2022,27609,1983,2
Bihar,Jaipur,Bus,Dusty,Highway,Afternoon,2020,15681,7509,3
Rajasthan,Kolkata,Bike,Foggy,Urban,Evening,2022,29266,8270,3
West Bengal,Kochi,Bike,Rainy,Rural,Morning,2021,20354,3798,3
Karnataka,Ahmedabad,Bike,Foggy,Rural,Evening,2019,35861,9943,3
Gujarat,Chennai,Bus,Clear,Highway,Afternoon,2022,31973,4165,2
West Bengal,Kolkata,Bus,Dusty,Highway,Morning,2019,6449,2658,3
Bihar,Lucknow,Van,Foggy,Urban,Afternoon,2018,39741,860,1
Rajasthan,Jaipur,Auto,Rainy,Highway,Afternoon,2022,29996,8993,3
Kerala,Jaipur,Auto,Clear,Urban,Afternoon,2018,48264,6747,2
Gujarat,Kolkata,Car,Foggy,Urban,Morning,2022,29786,2403,2
Karnataka,Kolkata,Bus,Foggy,Urban,Evening,2020,29481,3826,2
Kerala,Kochi,Auto,Rainy,Rural,Morning,2019,38604,9604,3
Uttar Pradesh,Lucknow,Auto,Foggy,Rural,Afternoon,2018,13464,5052,3
Rajasthan,Chennai,Bike,Clear,Highway,Night,2021,35847,8435,3
West Bengal,Ahmedabad,Bike,Foggy,Highway,Evening,2022,9824,2839,3
Gujarat,Patna,Bike,Dusty,Rural,Night,2018,49850,8496,3
Gujarat,Patna,Truck,Dusty,Highway,Afternoon,2022,25068,6021,3
Bihar,New Delhi,Auto,Rainy,Urban,Morning,2022,33669,2274,2
Karnataka,Ahmedabad,Bike,Dusty,Urban,Evening,2022,12971,7200,3
Tamil Nadu,Lucknow,Bike,Dusty,Rural,Night,2018,33284,7116,3
Uttar Pradesh,Lucknow,Bus,Foggy,Highway,Morning,2018,21533,8057,3
Kerala,Chennai,Van,Clear,Highway,Evening,2022,19898,2324,2
Delhi,Jaipur,Bike,Clear,Rural,Afternoon,2021,14991,8018,3
Delhi,New Delhi,Bus,Foggy,Urban,Afternoon,2019,1544,9018,3
Gujarat,Chennai,Car,Dusty,Urban,Afternoon,2022,22424,3376,3
Bihar,New Delhi,Bike,Foggy,Highway,Morning,2021,38498,8491,3
Maharashtra,Jaipur,Van,Dusty,Rural,Morning,2019,26915,7436,3
Gujarat,Bangalore,Bus,Dusty,Rural,Afternoon,2022,26414,533,1
Delhi,New Delhi,Van,Dusty,Urban,Afternoon,2019,25715,1387,2
Delhi,Chennai,Bike,Clear,Urban,Evening,2022,9767,1984,3
Uttar Pradesh,Bangalore,Car,Rainy,Highway,Night,2018,7940,4313,3
West Bengal,Kolkata,Bike,Clear,Rural,Evening,2022,17689,4281,3
Maharashtra,Ahmedabad,Bus,Dusty,Highway,Night,2022,45940,4517,2
Gujarat,Kochi,Car,Foggy,Highway,Morning,2022,29758,6501,3
Uttar Pradesh,Chennai,Car,Foggy,Rural,Evening,2022,48532,6260,2
Bihar,Kolkata,Car,Dusty,Rural,Morning,2021,42322,1856,1
Uttar Pradesh,Patna,Truck,Rainy,Urban,Morning,2020,11851,4889,3
Gujarat,Patna,Bus,Clear,Rural,Night,2021,24071,5583,3
Rajasthan,Lucknow,Truck,Clear,Highway,Night,2021,10146,6862,3
Tamil Nadu,Chennai,Van,Dusty,Highway,Evening,2018,3128,9239,3
Gujarat,Mumbai,Car,Dusty,Rural,Evening,2022,42653,7368,3
Karnataka,Kochi,Truck,Rainy,Highway,Evening,2021,10845,868,2
Delhi,Mumbai,Bike,Clear,Rural,Night,2019,24270,2995,2
Maharashtra,Ahmedabad,Truck,Rainy,Urban,Afternoon,2022,30802,494,1
Maharashtra,Lucknow,Auto,Clear,Urban,Afternoon,2018,17205,9081,3
West Bengal,Kochi,Van,Rainy,Rural,Night,2018,19247,996,2
Tamil Nadu,Bangalore,Car,Rainy,Highway,Evening,2019,4703,6576,3
Karnataka,New Delhi,Car,Rainy,Rural,Afternoon,2018,22752,8657,3
Delhi,Kochi,Van,Foggy,Rural,Morning,2022,19472,5012,3
Maharashtra,Jaipur,Van,Foggy,Urban,Afternoon,2020,44501,5901,2
Karnataka,Bangalore,Bus,Foggy,Rural,Afternoon,2020,39986,8895,3
Uttar Pradesh,New Delhi,Bike,Clear,Urban,Night,2021,18434,7188,3
West Bengal,Ahmedabad,Van,Rainy,Urban,Night,2018,737,7536,3
Gujarat,Patna,Van,Dusty,Rural,Afternoon,2022,42492,7105,3
Gujarat,New Delhi,Bus,Dusty,Rural,Morning,2019,11075,6471,3
Rajasthan,Jaipur,Van,Clear,Rural,Morning,2019,28469,3313,2
Delhi,Lucknow,Truck,Clear,Rural,Evening,2022,27124,9223,3
Karnataka,New Delhi,Auto,Dusty,Urban,Afternoon,2022,620,4891,3
Kerala,Kochi,Auto,Rainy,Rural,Afternoon,2019,11772,3386,3
Maharashtra,Kochi,Auto,Foggy,Urban,Morning,2018,17067,5265,3
Bihar,Lucknow,Van,Clear,Urban,Night,2021,12423,4210,3
Bihar,Kochi,Auto,Clear,Highway,Afternoon,2021,46444,9658,3
Gujarat,Ahmedabad,Bike,Clear,Urban,Morning,2021,18677,8427,3
Kerala,Jaipur,Truck,Dusty,Highway,Afternoon,2022,46324,1757,1
Bihar,Chennai,Auto,Foggy,Rural,Night,2019,48623,2843,2
Tamil Nadu,Chennai,Car,Rainy,Highway,Evening,2019,33597,5486,3
Tamil Nadu,Patna,Van,Rainy,Rural,Night,2019,43978,4090,2
Delhi,Kolkata,Truck,Dusty,Urban,Night,2019,5417,3582,3
Kerala,Ahmedabad,Bike,Clear,Highway,Morning,2019,13829,1922,2
Tamil Nadu,Kolkata,Auto,Dusty,Rural,Morning,2020,7881,4043,3
Tamil Nadu,Chennai,Bike,Dusty,Rural,Night,2022,48903,1445,1
Gujarat,New Delhi,Van,Rainy,Highway,Morning,2022,46576,975,1
Bihar,New Delhi,Auto,Foggy,Highway,Night,2020,16766,2515,3
Delhi,New Delhi,Car,Rainy,Rural,Night,2021,10044,9067,3
Karnataka,Kochi,Truck,Dusty,Rural,Afternoon,2018,6338,4004,3
Uttar Pradesh,Kochi,Car,Dusty,Urban,Night,2022,36015,4604,2
Maharashtra,Mumbai,Auto,Clear,Rural,Evening,2022,20995,507,1
Maharashtra,New Delhi,Bus,Clear,Highway,Morning,2020,27776,3906,2
West Bengal,New Delhi,Truck,Dusty,Rural,Evening,2022,39848,7894,3
Uttar Pradesh,Bangalore,Bike,Rainy,Rural,Morning,2022,16889,7009,3
Uttar Pradesh,Lucknow,Auto,Clear,Highway,Night,2021,33074,407,1
Maharashtra,Chennai,Car,Foggy,Urban,Evening,2020,27138,4258,3
Maharashtra,Kochi,Van,Foggy,Rural,Afternoon,2022,32553,8368,3
Karnataka,Jaipur,Bus,Dusty,Highway,Night,2019,31685,4146,2
Kerala,Kochi,Van,Foggy,Highway,Night,2020,22430,8067,3
Kerala,Jaipur,Auto,Foggy,Highway,Night,2021,8148,464,2
Karnataka,Mumbai,Bike,Clear,Highway,Afternoon,2018,2163,9590,3
Bihar,Jaipur,Car,Clear,Urban,Evening,2022,49153,2059,1
Uttar Pradesh,Kochi,Truck,Rainy,Highway,Night,2019,26645,4235,3
Rajasthan,Patna,Bus,Clear,Rural,Evening,2019,33653,8957,3
Uttar Pradesh,Kochi,Auto,Rainy,Urban,Night,2018,38919,3688,2
West Bengal,Ahmedabad,Auto,Clear,Highway,Night,2020,21741,9016,3
Maharashtra,Patna,Auto,Dusty,Rural,Night,2021,44381,3627,2
Uttar Pradesh,New Delhi,Auto,Rainy,Urban,Afternoon,2022,7939,8505,3
Maharashtra,Chennai,Car,Dusty,Rural,Night,2022,48822,2106,1
Uttar Pradesh,Jaipur,Truck,Rainy,Urban,Evening,2022,27361,8380,3
West Bengal,Kochi,Bike,Foggy,Highway,Night,2019,3473,1706,3
Bihar,Kochi,Bus,Rainy,Rural,Evening,2020,7114,6065,3
Rajasthan,Jaipur,Auto,Rainy,Highway,Evening,2018,15962,4579,3
Tamil Nadu,Kolkata,Van,Rainy,Urban,Morning,2020,26342,1292,1
Karnataka,Chennai,Auto,Rainy,Highway,Evening,2021,40428,4630,2
Karnataka,Bangalore,Truck,Rainy,Highway,Morning,2021,49866,7977,3
Rajasthan,Lucknow,Truck,Foggy,Rural,Afternoon,2018,20710,2755,2
Uttar Pradesh,New Delhi,Car,Rainy,Highway,Night,2019,32118,418,1
Tamil Nadu,Patna,Car,Dusty,Highway,Afternoon,2018,39488,3265,2
West Bengal,Kochi,Van,Rainy,Highway,Afternoon,2021,47987,7637,3
Kerala,Mumbai,Van,Rainy,Urban,Evening,2019,43297,5272,2
Uttar Pradesh,Chennai,Car,Dusty,Rural,Night,2020,14730,5060,3
Bihar,Jaipur,Bus,Clear,Rural,Night,2021,27867,1646,2
Maharashtra,Kochi,Van,Clear,Highway,Afternoon,2019,25220,7789,3
Delhi,Patna,Car,Foggy,Rural,Morning,2019,31176,4928,3
Uttar Pradesh,Mumbai,Auto,Rainy,Urban,Morning,2022,27608,1087,1
Delhi,Lucknow,Car,Rainy,Urban,Evening,2020,1336,8715,3
Uttar Pradesh,Lucknow,Bus,Clear,Highway,Morning,2019,37868,7514,3
Rajasthan,Patna,Car,Rainy,Highway,Morning,2018,28744,6389,3
Delhi,Chennai,Car,Foggy,Urban,Afternoon,2020,26421,5301,3
Uttar Pradesh,Mumbai,Auto,Dusty,Urban,Morning,2020,12682,6034,3
Karnataka,Jaipur,Van,Rainy,Urban,Night,2021,30270,474,1
Delhi,Mumbai,Auto,Dusty,Highway,Afternoon,2020,37826,8338,3
Uttar Pradesh,Ahmedabad,Auto,Foggy,Urban,Afternoon,2020,11898,599,2
Kerala,Jaipur,Car,Clear,Highway,Morning,2022,36254,6750,3
Maharashtra,New Delhi,Auto,Foggy,Urban,Night,2020,34481,7858,3
Kerala,Bangalore,Truck,Foggy,Urban,Night,2019,36697,5343,2
Tamil Nadu,New Delhi,Bike,Foggy,Rural,Morning,2018,24156,2492,2
Uttar Pradesh,Bangalore,Bike,Foggy,Urban,Night,2022,868,4624,3
Gujarat,New Delhi,Auto,Dusty,Highway,Evening,2022,32806,5650,3
Bihar,Mumbai,Van,Foggy,Urban,Evening,2022,41631,5251,2
Kerala,Chennai,Bus,Foggy,Rural,Morning,2022,11833,2133,3
Delhi,Patna,Auto,Foggy,Urban,Afternoon,2021,42179,4982,2
Rajasthan,Kochi,Van,Foggy,Urban,Afternoon,2022,7213,9461,3
Bihar,Bangalore,Auto,Dusty,Urban,Night,2021,13470,3963,3
Gujarat,Kochi,Car,Foggy,Highway,Evening,2021,3827,3090,3
West Bengal,Ahmedabad,Van,Clear,Urban,Afternoon,2020,18329,9408,3
Uttar Pradesh,Ahmedabad,Bus,Foggy,Urban,Night,2018,41615,8537,3
Rajasthan,Kochi,Auto,Foggy,Urban,Evening,2020,44716,3512,2
Uttar Pradesh,Ahmedabad,Truck,Rainy,Rural,Afternoon,2021,5308,9976,3
Tamil Nadu,Jaipur,Van,Rainy,Highway,Night,2020,15820,403,1
Gujarat,Kochi,Bike,Rainy,Highway,Morning,2019,32805,2124,2
Uttar Pradesh,Ahmedabad,Van,Foggy,Rural,Morning,2022,36941,549,1
Delhi,Bangalore,Truck,Clear,Highway,Afternoon,2022,16096,9232,3
Tamil Nadu,Chennai,Truck,Clear,Rural,Night,2021,35149,633,1
Karnataka,Ahmedabad,Truck,Rainy,Urban,Evening,2020,40880,2571,2
West Bengal,Kochi,Bus,Rainy,Highway,Morning,2019,2026,6281,3
Gujarat,Bangalore,Bus,Foggy,Urban,Evening,2019,20280,2678,2
Maharashtra,Kochi,Van,Clear,Urban,Night,2019,4530,8182,3
Rajasthan,Lucknow,Bus,Clear,Highway,Morning,2021,28524,2752,2
Kerala,Mumbai,Bike,Rainy,Urban,Afternoon,2020,40260,5077,2
Uttar Pradesh,Mumbai,Car,Clear,Urban,Morning,2019,2317,3858,3
Rajasthan,Mumbai,Van,Rainy,Rural,Afternoon,2019,9194,3997,3
Rajasthan,New Delhi,Auto,Rainy,Highway,Evening,2020,22669,1052,1
Maharashtra,Jaipur,Auto,Dusty,Urban,Morning,2020,43358,9790,3
Maharashtra,Kochi,Van,Dusty,Rural,Night,2022,956,6458,3
Tamil Nadu,Jaipur,Car,Foggy,Highway,Evening,2018,5287,3675,3
Gujarat,Kochi,Auto,Rainy,Urban,Evening,2018,40295,1013,1
Delhi,Lucknow,Van,Foggy,Urban,Afternoon,2019,9657,3137,3
West Bengal,Ahmedabad,Van,Dusty,Urban,Night,2020,47479,4155,2
Maharashtra,New Delhi,Truck,Clear,Urban,Evening,2022,41716,3379,2
Maharashtra,Chennai,Bike,Dusty,Urban,Morning,2021,32729,5185,3
Kerala,Kochi,Auto,Dusty,Highway,Afternoon,2018,24336,8060,3
Karnataka,Bangalore,Bike,Dusty,Highway,Night,2018,43231,3593,2
Maharashtra,Ahmedabad,Van,Clear,Rural,Afternoon,2020,29558,2122,2
Karnataka,Patna,Car,Dusty,Rural,Afternoon,2021,48499,5860,2
Tamil Nadu,Patna,Van,Rainy,Rural,Evening,2018,47947,5387,2
Delhi,Chennai,Auto,Rainy,Highway,Morning,2022,5021,1050,3
Rajasthan,Bangalore,Bike,Dusty,Highway,Morning,2018,44668,9154,3
Maharashtra,Mumbai,Truck,Foggy,Highway,Night,2020,34116,9922,3
Uttar Pradesh,New Delhi,Truck,Foggy,Urban,Night,2020,28718,4164,2
Karnataka,Jaipur,Van,Clear,Highway,Morning,2021,29465,8879,3
Kerala,Kolkata,Car,Clear,Highway,Afternoon,2018,19997,9562,3
West Bengal,Kolkata,Bus,Rainy,Urban,Afternoon,2021,42241,8974,3
Kerala,New Delhi,Auto,Rainy,Rural,Morning,2018,6487,1427,3
Maharashtra,Ahmedabad,Van,Dusty,Rural,Evening,2019,38560,8585,3
Gujarat,Lucknow,Truck,Foggy,Rural,Afternoon,2018,33556,9149,3
Rajasthan,Ahmedabad,Truck,Rainy,Urban,Morning,2020,46741,4449,2
Delhi,Patna,Car,Foggy,Urban,Evening,2020,27702,1012,1
Uttar Pradesh,Jaipur,Truck,Clear,Urban,Afternoon,2019,20295,8272,3
Gujarat,Patna,Auto,Clear,Highway,Night,2018,49974,9480,3
Kerala,Kochi,Car,Dusty,Rural,Afternoon,2018,27449,7973,3
Karnataka,Patna,Bike,Dusty,Urban,Afternoon,2020,32410,8961,3
Karnataka,Kolkata,Car,Rainy,Urban,Morning,2019,8350,9203,3
Gujarat,Kolkata,Auto,Foggy,Rural,Afternoon,2020,36050,9871,3
Karnataka,Jaipur,Auto,Rainy,Rural,Afternoon,2019,12954,1822,2
Kerala,Patna,Bike,Rainy,Highway,Evening,2020,12872,7399,3
Gujarat,New Delhi,Van,Foggy,Rural,Morning,2022,45343,4354,2
Kerala,New Delhi,Car,Rainy,Urban,Evening,2018,14708,5516,3
Uttar Pradesh,Chennai,Auto,Dusty,Highway,Night,2021,34132,9903,3
Rajasthan,Lucknow,Auto,Foggy,Rural,Afternoon,2022,5053,8677,3
West Bengal,Jaipur,Bike,Foggy,Highway,Morning,2020,41323,5739,2
Uttar Pradesh,Patna,Bus,Rainy,Urban,Night,2019,38605,5838,3
Uttar Pradesh,Jaipur,Car,Foggy,Urban,Morning,2021,45814,5259,2
Karnataka,Ahmedabad,Auto,Dusty,Urban,Afternoon,2019,2497,6860,3
Maharashtra,Mumbai,Truck,Dusty,Urban,Morning,2019,41083,6561,3
Bihar,Bangalore,Bike,Clear,Highway,Morning,2018,40805,9885,3
Karnataka,Ahmedabad,Bus,Clear,Highway,Evening,2020,32339,1450,1
Maharashtra,Ahmedabad,Bus,Clear,Urban,Morning,2018,16540,7866,3
Kerala,Patna,Bike,Clear,Highway,Morning,2019,47404,273,1
Bihar,Mumbai,Bus,Rainy,Urban,Evening,2018,38728,8650,3
Karnataka,New Delhi,Auto,Clear,Urban,Afternoon,2022,45389,9981,3
Bihar,New Delhi,Bus,Clear,Rural,Night,2019,24938,9101,3
Bihar,Ahmedabad,Car,Clear,Highway,Evening,2019,14657,1042,2
Tamil Nadu,Lucknow,Truck,Clear,Rural,Afternoon,2022,3031,4629,3
Rajasthan,New Delhi,Auto,Rainy,Urban,Afternoon,2019,44815,528,1
Tamil Nadu,Kochi,Bike,Clear,Rural,Night,2021,4943,2044,3
Maharashtra,Ahmedabad,Truck,Foggy,Urban,Afternoon,2021,15176,2455,3
Delhi,Bangalore,Van,Dusty,Urban,Evening,2020,21678,9706,3
Gujarat,Mumbai,Auto,Foggy,Urban,Afternoon,2020,31196,4473,2
West Bengal,Chennai,Truck,Rainy,Highway,Night,2018,34665,3328,2
Delhi,Kolkata,Bus,Rainy,Urban,Night,2018,13793,7995,3
Gujarat,Jaipur,Van,Rainy,Urban,Evening,2022,49433,4363,2
